,country,year,sex,age,suicides_no,population,suicides_per_100k_pop,country_year,HDI_for_year,gdp_for_year,gdp_per_capita,generation
1645,Mauritius,2014,male,25-34 years,24,90004,26.67,Mauritius2014,0.777,12803445934,11120,Millenials
1646,Mauritius,2014,male,15-24 years,24,96346,24.91,Mauritius2014,0.777,12803445934,11120,Millenials
1647,Mauritius,2014,male,35-54 years,41,179164,22.88,Mauritius2014,0.777,12803445934,11120,Generation X
1648,Mauritius,2014,female,75+ years,2,25080,7.97,Mauritius2014,0.777,12803445934,11120,Silent
1649,Mauritius,2014,female,25-34 years,7,88430,7.92,Mauritius2014,0.777,12803445934,11120,Millenials
1650,Mauritius,2014,male,75+ years,1,14983,6.67,Mauritius2014,0.777,12803445934,11120,Silent
1651,Mauritius,2014,male,55-74 years,6,99760,6.01,Mauritius2014,0.777,12803445934,11120,Boomers
1652,Mauritius,2014,female,35-54 years,7,176494,3.97,Mauritius2014,0.777,12803445934,11120,Generation X
1653,Mauritius,2014,female,5-14 years,3,85980,3.49,Mauritius2014,0.777,12803445934,11120,Generation Z
1654,Mauritius,2014,female,15-24 years,3,94217,3.18,Mauritius2014,0.777,12803445934,11120,Millenials
1655,Mauritius,2014,female,55-74 years,2,112152,1.78,Mauritius2014,0.777,12803445934,11120,Boomers
1656,Mauritius,2014,male,5-14 years,0,88814,0.0,Mauritius2014,0.777,12803445934,11120,Generation Z
1657,Mexico,2012,male,75+ years,170,1283320,13.25,Mexico2012,0.754,1201090018604,10982,Silent
1658,Mexico,2012,male,15-24 years,1251,11427075,10.95,Mexico2012,0.754,1201090018604,10982,Millenials
1659,Mexico,2012,male,25-34 years,1013,9890969,10.24,Mexico2012,0.754,1201090018604,10982,Millenials
1660,Mexico,2012,male,35-54 years,1264,13980301,9.04,Mexico2012,0.754,1201090018604,10982,Generation X
1661,Mexico,2012,male,55-74 years,509,5778173,8.81,Mexico2012,0.754,1201090018604,10982,Boomers
1662,Mexico,2012,female,15-24 years,407,11076558,3.67,Mexico2012,0.754,1201090018604,10982,Millenials
1663,Mexico,2012,female,25-34 years,214,9801779,2.18,Mexico2012,0.754,1201090018604,10982,Millenials
1664,Mexico,2012,female,35-54 years,258,14755637,1.75,Mexico2012,0.754,1201090018604,10982,Generation X
1665,Mexico,2012,female,55-74 years,85,6214623,1.37,Mexico2012,0.754,1201090018604,10982,Boomers
1666,Mexico,2012,male,5-14 years,123,11945793,1.03,Mexico2012,0.754,1201090018604,10982,Generation Z
1667,Mexico,2012,female,5-14 years,79,11441953,0.69,Mexico2012,0.754,1201090018604,10982,Generation Z
1668,Mexico,2012,female,75+ years,8,1772584,0.45,Mexico2012,0.754,1201090018604,10982,Silent
1669,Mexico,2013,male,75+ years,161,1328764,12.12,Mexico2013,0.755,1274443078609,11478,Silent
1670,Mexico,2013,male,25-34 years,1151,10000769,11.51,Mexico2013,0.755,1274443078609,11478,Millenials
1671,Mexico,2013,male,15-24 years,1220,11520698,10.59,Mexico2013,0.755,1274443078609,11478,Millenials
1672,Mexico,2013,male,35-54 years,1469,14385858,10.21,Mexico2013,0.755,1274443078609,11478,Generation X
1673,Mexico,2013,male,55-74 years,565,5999782,9.42,Mexico2013,0.755,1274443078609,11478,Boomers
1674,Mexico,2013,female,15-24 years,392,11186604,3.5,Mexico2013,0.755,1274443078609,11478,Millenials
1675,Mexico,2013,female,25-34 years,212,9885421,2.14,Mexico2013,0.755,1274443078609,11478,Millenials
1676,Mexico,2013,female,35-54 years,263,15162201,1.73,Mexico2013,0.755,1274443078609,11478,Generation X
1677,Mexico,2013,female,55-74 years,94,6474009,1.45,Mexico2013,0.755,1274443078609,11478,Boomers
1678,Mexico,2013,female,75+ years,16,1815829,0.88,Mexico2013,0.755,1274443078609,11478,Silent
1679,Mexico,2013,male,5-14 years,102,11898580,0.86,Mexico2013,0.755,1274443078609,11478,Generation Z
1680,Mexico,2013,female,5-14 years,66,11378193,0.58,Mexico2013,0.755,1274443078609,11478,Generation Z
1681,Mexico,2014,male,75+ years,177,1376264,12.86,Mexico2014,0.756,1314385330073,11663,Silent
1682,Mexico,2014,male,15-24 years,1334,11603241,11.5,Mexico2014,0.756,1314385330073,11663,Millenials
1683,Mexico,2014,male,25-34 years,1140,10118932,11.27,Mexico2014,0.756,1314385330073,11663,Millenials
1684,Mexico,2014,male,35-54 years,1558,14784480,10.54,Mexico2014,0.756,1314385330073,11663,Generation X
1685,Mexico,2014,male,55-74 years,612,6228708,9.83,Mexico2014,0.756,1314385330073,11663,Boomers
1686,Mexico,2014,female,15-24 years,416,11280468,3.69,Mexico2014,0.756,1314385330073,11663,Millenials
1687,Mexico,2014,female,25-34 years,271,9978692,2.72,Mexico2014,0.756,1314385330073,11663,Millenials
1688,Mexico,2014,female,35-54 years,333,15556091,2.14,Mexico2014,0.756,1314385330073,11663,Generation X
1689,Mexico,2014,female,55-74 years,91,6743397,1.35,Mexico2014,0.756,1314385330073,11663,Boomers
1690,Mexico,2014,male,5-14 years,129,11844045,1.09,Mexico2014,0.756,1314385330073,11663,Generation Z
1691,Mexico,2014,female,5-14 years,109,11316008,0.96,Mexico2014,0.756,1314385330073,11663,Generation Z
1692,Mexico,2014,female,75+ years,8,1862263,0.43,Mexico2014,0.756,1314385330073,11663,Silent
1693,Netherlands,2012,male,35-54 years,532,2436155,21.84,Netherlands2012,0.92,828946812397,52334,Generation X
1694,Netherlands,2012,male,75+ years,91,469742,19.37,Netherlands2012,0.92,828946812397,52334,Silent
1695,Netherlands,2012,male,55-74 years,319,1852538,17.22,Netherlands2012,0.92,828946812397,52334,Boomers
1696,Netherlands,2012,male,25-34 years,143,1017789,14.05,Netherlands2012,0.92,828946812397,52334,Millenials
1697,Netherlands,2012,female,35-54 years,240,2414858,9.94,Netherlands2012,0.92,828946812397,52334,Generation X
1698,Netherlands,2012,female,55-74 years,182,1885068,9.65,Netherlands2012,0.92,828946812397,52334,Boomers
1699,Netherlands,2012,male,15-24 years,97,1041845,9.31,Netherlands2012,0.92,828946812397,52334,Millenials
1700,Netherlands,2012,female,75+ years,55,734017,7.49,Netherlands2012,0.92,828946812397,52334,Silent
1701,Netherlands,2012,female,25-34 years,58,1008927,5.75,Netherlands2012,0.92,828946812397,52334,Millenials
1702,Netherlands,2012,female,15-24 years,33,1006742,3.28,Netherlands2012,0.92,828946812397,52334,Millenials
1703,Netherlands,2012,male,5-14 years,4,1008342,0.4,Netherlands2012,0.92,828946812397,52334,Generation Z
1704,Netherlands,2012,female,5-14 years,2,963480,0.21,Netherlands2012,0.92,828946812397,52334,Generation Z
1705,Netherlands,2013,male,35-54 years,555,2410644,23.02,Netherlands2013,0.92,866680000367,54510,Generation X
1706,Netherlands,2013,male,75+ years,109,485554,22.45,Netherlands2013,0.92,866680000367,54510,Silent
1707,Netherlands,2013,male,55-74 years,409,1890352,21.64,Netherlands2013,0.92,866680000367,54510,Boomers
1708,Netherlands,2013,male,25-34 years,137,1024168,13.38,Netherlands2013,0.92,866680000367,54510,Millenials
1709,Netherlands,2013,female,55-74 years,186,1922945,9.67,Netherlands2013,0.92,866680000367,54510,Boomers
1710,Netherlands,2013,male,15-24 years,93,1044562,8.9,Netherlands2013,0.92,866680000367,54510,Millenials
1711,Netherlands,2013,female,35-54 years,209,2394702,8.73,Netherlands2013,0.92,866680000367,54510,Generation X
1712,Netherlands,2013,female,75+ years,59,744083,7.93,Netherlands2013,0.92,866680000367,54510,Silent
1713,Netherlands,2013,female,15-24 years,46,1009345,4.56,Netherlands2013,0.92,866680000367,54510,Millenials
1714,Netherlands,2013,female,25-34 years,46,1014090,4.54,Netherlands2013,0.92,866680000367,54510,Millenials
1715,Netherlands,2013,male,5-14 years,4,1002074,0.4,Netherlands2013,0.92,866680000367,54510,Generation Z
1716,Netherlands,2013,female,5-14 years,3,956989,0.31,Netherlands2013,0.92,866680000367,54510,Generation Z
1717,Netherlands,2014,male,35-54 years,563,2410644,23.35,Netherlands2014,0.922,879635084125,55325,Generation X
1718,Netherlands,2014,male,55-74 years,391,1890352,20.68,Netherlands2014,0.922,879635084125,55325,Boomers
1719,Netherlands,2014,male,75+ years,97,485554,19.98,Netherlands2014,0.922,879635084125,55325,Silent
1720,Netherlands,2014,male,25-34 years,117,1024168,11.42,Netherlands2014,0.922,879635084125,55325,Millenials
1721,Netherlands,2014,female,55-74 years,197,1922945,10.24,Netherlands2014,0.922,879635084125,55325,Boomers
1722,Netherlands,2014,female,35-54 years,228,2394702,9.52,Netherlands2014,0.922,879635084125,55325,Generation X
1723,Netherlands,2014,female,75+ years,61,744083,8.2,Netherlands2014,0.922,879635084125,55325,Silent
1724,Netherlands,2014,male,15-24 years,81,1044562,7.75,Netherlands2014,0.922,879635084125,55325,Millenials
1725,Netherlands,2014,female,25-34 years,54,1014090,5.32,Netherlands2014,0.922,879635084125,55325,Millenials
1726,Netherlands,2014,female,15-24 years,48,1009345,4.76,Netherlands2014,0.922,879635084125,55325,Millenials
1727,Netherlands,2014,female,5-14 years,1,956989,0.1,Netherlands2014,0.922,879635084125,55325,Generation Z
1728,Netherlands,2014,male,5-14 years,1,1002074,0.1,Netherlands2014,0.922,879635084125,55325,Generation Z
1729,New Zealand,2012,male,15-24 years,107,331070,32.32,New Zealand2012,0.909,176192886551,42756,Millenials
1730,New Zealand,2012,male,35-54 years,151,581830,25.95,New Zealand2012,0.909,176192886551,42756,Generation X
1731,New Zealand,2012,male,25-34 years,60,283640,21.15,New Zealand2012,0.909,176192886551,42756,Millenials
1732,New Zealand,2012,male,75+ years,24,114250,21.01,New Zealand2012,0.909,176192886551,42756,Silent
1733,New Zealand,2012,male,55-74 years,55,411660,13.36,New Zealand2012,0.909,176192886551,42756,Boomers
1734,New Zealand,2012,female,15-24 years,41,310390,13.21,New Zealand2012,0.909,176192886551,42756,Millenials
1735,New Zealand,2012,female,75+ years,12,153580,7.81,New Zealand2012,0.909,176192886551,42756,Silent
1736,New Zealand,2012,female,35-54 years,48,629670,7.62,New Zealand2012,0.909,176192886551,42756,Generation X
1737,New Zealand,2012,female,25-34 years,22,291540,7.55,New Zealand2012,0.909,176192886551,42756,Millenials
1738,New Zealand,2012,female,55-74 years,17,432800,3.93,New Zealand2012,0.909,176192886551,42756,Boomers
1739,New Zealand,2012,male,5-14 years,7,297240,2.35,New Zealand2012,0.909,176192886551,42756,Generation Z
1740,New Zealand,2012,female,5-14 years,5,283200,1.77,New Zealand2012,0.909,176192886551,42756,Generation Z
1741,New Zealand,2013,male,35-54 years,140,583390,24.0,New Zealand2013,0.911,190785204764,46198,Generation X
1742,New Zealand,2013,male,15-24 years,75,319330,23.49,New Zealand2013,0.911,190785204764,46198,Millenials
1743,New Zealand,2013,male,75+ years,26,113910,22.83,New Zealand2013,0.911,190785204764,46198,Silent
1744,New Zealand,2013,male,25-34 years,51,264840,19.26,New Zealand2013,0.911,190785204764,46198,Millenials
1745,New Zealand,2013,male,55-74 years,74,424590,17.43,New Zealand2013,0.911,190785204764,46198,Boomers
1746,New Zealand,2013,female,15-24 years,37,308050,12.01,New Zealand2013,0.911,190785204764,46198,Millenials
1747,New Zealand,2013,female,35-54 years,63,635060,9.92,New Zealand2013,0.911,190785204764,46198,Generation X
1748,New Zealand,2013,female,25-34 years,21,283720,7.4,New Zealand2013,0.911,190785204764,46198,Millenials
1749,New Zealand,2013,female,55-74 years,19,447810,4.24,New Zealand2013,0.911,190785204764,46198,Boomers
1750,New Zealand,2013,female,75+ years,5,152240,3.28,New Zealand2013,0.911,190785204764,46198,Silent
1751,New Zealand,2013,female,5-14 years,2,291080,0.69,New Zealand2013,0.911,190785204764,46198,Generation Z
1752,New Zealand,2013,male,5-14 years,0,305750,0.0,New Zealand2013,0.911,190785204764,46198,Generation Z
1753,Nicaragua,2012,male,25-34 years,74,503628,14.69,Nicaragua2012,0.625,10532001130,2006,Millenials
1754,Nicaragua,2012,male,15-24 years,73,615327,11.86,Nicaragua2012,0.625,10532001130,2006,Millenials
1755,Nicaragua,2012,male,55-74 years,24,218891,10.96,Nicaragua2012,0.625,10532001130,2006,Boomers
1756,Nicaragua,2012,male,35-54 years,53,554382,9.56,Nicaragua2012,0.625,10532001130,2006,Generation X
1757,Nicaragua,2012,male,75+ years,4,49926,8.01,Nicaragua2012,0.625,10532001130,2006,Silent
1758,Nicaragua,2012,female,15-24 years,42,591526,7.1,Nicaragua2012,0.625,10532001130,2006,Millenials
1759,Nicaragua,2012,female,25-34 years,17,518676,3.28,Nicaragua2012,0.625,10532001130,2006,Millenials
1760,Nicaragua,2012,female,35-54 years,12,634573,1.89,Nicaragua2012,0.625,10532001130,2006,Generation X
1761,Nicaragua,2012,female,55-74 years,4,263316,1.52,Nicaragua2012,0.625,10532001130,2006,Boomers
1762,Nicaragua,2012,female,75+ years,1,67819,1.47,Nicaragua2012,0.625,10532001130,2006,Silent
1763,Nicaragua,2012,female,5-14 years,6,599655,1.0,Nicaragua2012,0.625,10532001130,2006,Generation Z
1764,Nicaragua,2012,male,5-14 years,6,633724,0.95,Nicaragua2012,0.625,10532001130,2006,Generation Z
1765,Nicaragua,2013,male,25-34 years,83,515416,16.1,Nicaragua2013,0.628,10982972256,2062,Millenials
1766,Nicaragua,2013,male,55-74 years,33,229411,14.38,Nicaragua2013,0.628,10982972256,2062,Boomers
1767,Nicaragua,2013,male,15-24 years,85,615015,13.82,Nicaragua2013,0.628,10982972256,2062,Millenials
1768,Nicaragua,2013,male,35-54 years,68,570472,11.92,Nicaragua2013,0.628,10982972256,2062,Generation X
1769,Nicaragua,2013,male,75+ years,6,51968,11.55,Nicaragua2013,0.628,10982972256,2062,Silent
1770,Nicaragua,2013,female,15-24 years,38,589004,6.45,Nicaragua2013,0.628,10982972256,2062,Millenials
1771,Nicaragua,2013,female,35-54 years,15,652953,2.3,Nicaragua2013,0.628,10982972256,2062,Generation X
1772,Nicaragua,2013,female,25-34 years,10,527875,1.89,Nicaragua2013,0.628,10982972256,2062,Millenials
1773,Nicaragua,2013,female,5-14 years,10,596571,1.68,Nicaragua2013,0.628,10982972256,2062,Generation Z
1774,Nicaragua,2013,female,55-74 years,2,276506,0.72,Nicaragua2013,0.628,10982972256,2062,Boomers
1775,Nicaragua,2013,male,5-14 years,1,631355,0.16,Nicaragua2013,0.628,10982972256,2062,Generation Z
1776,Nicaragua,2013,female,75+ years,0,70389,0.0,Nicaragua2013,0.628,10982972256,2062,Silent
1777,Nicaragua,2014,male,25-34 years,73,525741,13.89,Nicaragua2014,0.631,11880438824,2199,Millenials
1778,Nicaragua,2014,male,55-74 years,29,240048,12.08,Nicaragua2014,0.631,11880438824,2199,Boomers
1779,Nicaragua,2014,male,35-54 years,67,587734,11.4,Nicaragua2014,0.631,11880438824,2199,Generation X
1780,Nicaragua,2014,male,15-24 years,65,614142,10.58,Nicaragua2014,0.631,11880438824,2199,Millenials
1781,Nicaragua,2014,male,75+ years,4,54010,7.41,Nicaragua2014,0.631,11880438824,2199,Silent
1782,Nicaragua,2014,female,15-24 years,31,585711,5.29,Nicaragua2014,0.631,11880438824,2199,Millenials
1783,Nicaragua,2014,female,25-34 years,16,535623,2.99,Nicaragua2014,0.631,11880438824,2199,Millenials
1784,Nicaragua,2014,female,75+ years,2,73073,2.74,Nicaragua2014,0.631,11880438824,2199,Silent
1785,Nicaragua,2014,female,55-74 years,6,289927,2.07,Nicaragua2014,0.631,11880438824,2199,Boomers
1786,Nicaragua,2014,female,5-14 years,12,594338,2.02,Nicaragua2014,0.631,11880438824,2199,Generation Z
1787,Nicaragua,2014,male,5-14 years,3,629806,0.48,Nicaragua2014,0.631,11880438824,2199,Generation Z
1788,Nicaragua,2014,female,35-54 years,3,672271,0.45,Nicaragua2014,0.631,11880438824,2199,Generation X
1789,Norway,2012,male,75+ years,33,138390,23.85,Norway2012,0.942,510229136227,108408,Silent
1790,Norway,2012,male,35-54 years,148,721883,20.5,Norway2012,0.942,510229136227,108408,Generation X
1791,Norway,2012,male,25-34 years,61,336168,18.15,Norway2012,0.942,510229136227,108408,Millenials
1792,Norway,2012,male,55-74 years,81,508097,15.94,Norway2012,0.942,510229136227,108408,Boomers
1793,Norway,2012,male,15-24 years,45,338854,13.28,Norway2012,0.942,510229136227,108408,Millenials
1794,Norway,2012,female,35-54 years,60,682003,8.8,Norway2012,0.942,510229136227,108408,Generation X
1795,Norway,2012,female,75+ years,14,213622,6.55,Norway2012,0.942,510229136227,108408,Silent
1796,Norway,2012,female,15-24 years,21,321497,6.53,Norway2012,0.942,510229136227,108408,Millenials
1797,Norway,2012,female,55-74 years,33,511533,6.45,Norway2012,0.942,510229136227,108408,Boomers
1798,Norway,2012,female,25-34 years,17,321049,5.3,Norway2012,0.942,510229136227,108408,Millenials
1799,Norway,2012,female,5-14 years,1,299751,0.33,Norway2012,0.942,510229136227,108408,Generation Z
1800,Norway,2012,male,5-14 years,1,313738,0.32,Norway2012,0.942,510229136227,108408,Generation Z
1801,Norway,2013,male,75+ years,31,140291,22.1,Norway2013,0.942,523502127660,109804,Silent
1802,Norway,2013,male,35-54 years,154,727274,21.17,Norway2013,0.942,523502127660,109804,Generation X
1803,Norway,2013,male,55-74 years,92,520439,17.68,Norway2013,0.942,523502127660,109804,Boomers
1804,Norway,2013,male,25-34 years,56,345406,16.21,Norway2013,0.942,523502127660,109804,Millenials
1805,Norway,2013,male,15-24 years,44,342484,12.85,Norway2013,0.942,523502127660,109804,Millenials
1806,Norway,2013,female,35-54 years,75,685393,10.94,Norway2013,0.942,523502127660,109804,Generation X
1807,Norway,2013,female,55-74 years,52,522697,9.95,Norway2013,0.942,523502127660,109804,Boomers
1808,Norway,2013,female,25-34 years,24,329495,7.28,Norway2013,0.942,523502127660,109804,Millenials
1809,Norway,2013,female,15-24 years,20,324191,6.17,Norway2013,0.942,523502127660,109804,Millenials
1810,Norway,2013,female,75+ years,5,213383,2.34,Norway2013,0.942,523502127660,109804,Silent
1811,Norway,2013,male,5-14 years,1,315341,0.32,Norway2013,0.942,523502127660,109804,Generation Z
1812,Norway,2013,female,5-14 years,0,301211,0.0,Norway2013,0.942,523502127660,109804,Generation Z
1813,Norway,2014,male,75+ years,33,143089,23.06,Norway2014,0.944,499338534779,103443,Silent
1814,Norway,2014,male,55-74 years,110,532578,20.65,Norway2014,0.944,499338534779,103443,Boomers
1815,Norway,2014,male,35-54 years,147,732244,20.08,Norway2014,0.944,499338534779,103443,Generation X
1816,Norway,2014,male,25-34 years,71,353943,20.06,Norway2014,0.944,499338534779,103443,Millenials
1817,Norway,2014,male,15-24 years,38,344245,11.04,Norway2014,0.944,499338534779,103443,Millenials
1818,Norway,2014,female,55-74 years,51,533630,9.56,Norway2014,0.944,499338534779,103443,Boomers
1819,Norway,2014,female,35-54 years,51,688993,7.4,Norway2014,0.944,499338534779,103443,Generation X
1820,Norway,2014,female,25-34 years,20,337592,5.92,Norway2014,0.944,499338534779,103443,Millenials
1821,Norway,2014,female,15-24 years,17,325164,5.23,Norway2014,0.944,499338534779,103443,Millenials
1822,Norway,2014,female,75+ years,7,214335,3.27,Norway2014,0.944,499338534779,103443,Silent
1823,Norway,2014,male,5-14 years,2,317878,0.63,Norway2014,0.944,499338534779,103443,Generation Z
1824,Norway,2014,female,5-14 years,1,303487,0.33,Norway2014,0.944,499338534779,103443,Generation Z
1825,Oman,2014,male,55-74 years,1,129011,0.78,Oman2014,0.793,81076723017,22328,Boomers
1826,Oman,2014,male,25-34 years,4,910905,0.44,Oman2014,0.793,81076723017,22328,Millenials
1827,Oman,2014,male,35-54 years,2,700906,0.29,Oman2014,0.793,81076723017,22328,Generation X
1828,Oman,2014,female,15-24 years,0,264178,0.0,Oman2014,0.793,81076723017,22328,Millenials
1829,Oman,2014,female,25-34 years,0,333020,0.0,Oman2014,0.793,81076723017,22328,Millenials
1830,Oman,2014,female,35-54 years,0,278487,0.0,Oman2014,0.793,81076723017,22328,Generation X
1831,Oman,2014,female,5-14 years,0,256150,0.0,Oman2014,0.793,81076723017,22328,Generation Z
1832,Oman,2014,female,55-74 years,0,85501,0.0,Oman2014,0.793,81076723017,22328,Boomers
1833,Oman,2014,female,75+ years,0,18358,0.0,Oman2014,0.793,81076723017,22328,Silent
1834,Oman,2014,male,15-24 years,0,366911,0.0,Oman2014,0.793,81076723017,22328,Millenials
1835,Oman,2014,male,5-14 years,0,266738,0.0,Oman2014,0.793,81076723017,22328,Generation Z
1836,Oman,2014,male,75+ years,0,20933,0.0,Oman2014,0.793,81076723017,22328,Silent
1837,Panama,2012,male,75+ years,6,49778,12.05,Panama2012,0.772,40429734400,11908,Silent
1838,Panama,2012,male,55-74 years,24,203725,11.78,Panama2012,0.772,40429734400,11908,Boomers
1839,Panama,2012,male,25-34 years,28,297870,9.4,Panama2012,0.772,40429734400,11908,Millenials
1840,Panama,2012,male,15-24 years,29,327419,8.86,Panama2012,0.772,40429734400,11908,Millenials
1841,Panama,2012,male,35-54 years,29,463652,6.25,Panama2012,0.772,40429734400,11908,Generation X
1842,Panama,2012,female,15-24 years,9,317695,2.83,Panama2012,0.772,40429734400,11908,Millenials
1843,Panama,2012,female,25-34 years,5,291345,1.72,Panama2012,0.772,40429734400,11908,Millenials
1844,Panama,2012,female,75+ years,1,58910,1.7,Panama2012,0.772,40429734400,11908,Silent
1845,Panama,2012,female,35-54 years,3,465096,0.65,Panama2012,0.772,40429734400,11908,Generation X
